Frame,Time,Speed_kmh,Target_Speed,Steer,Throttle,Brake,State,Lane_ID,Front_Dist,L_Free,R_Free,Ego_X,Ego_Y
227,11.35,65.09,95.00,-0.0967,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-378.33,413.26
228,11.40,66.68,95.00,-0.0840,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-377.49,413.63
229,11.45,68.18,95.00,-0.0694,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-376.62,413.99
230,11.50,69.59,95.00,-0.0539,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-375.73,414.33
231,11.55,70.95,95.00,-0.0389,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-374.81,414.66
232,11.60,72.25,95.00,-0.0288,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-373.86,414.97
233,11.65,73.50,95.00,-0.0192,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-372.89,415.28
234,11.70,74.72,95.00,-0.0121,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-371.91,415.57
235,11.75,75.92,95.00,-0.0066,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-370.90,415.85
236,11.80,77.10,95.00,-0.0035,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-369.87,416.13
237,11.85,78.26,95.00,-0.0025,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-368.82,416.39
238,11.90,79.41,95.00,-0.0028,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-367.75,416.65
